tech_id,体系,一级,二级,三级,层级类型,别名,标准路径
TECH_DRUG_166,drug,药物,细胞与基因治疗 (CGT),CAR γδ T细胞疗法,药物研发与产品层,CAR γδ T cell therapy,药物 > 细胞与基因治疗 (CGT) > CAR γδ T细胞疗法
TECH_DRUG_167,drug,药物,细胞与基因治疗 (CGT),CIK细胞,药物研发与产品层,cytokine-induced killer cells; 细胞因子诱导的杀伤细胞,药物 > 细胞与基因治疗 (CGT) > CIK细胞
TECH_DRUG_168,drug,药物,细胞与基因治疗 (CGT),NK细胞疗法,药物研发与产品层,natural killer cell therapy; 自然杀伤细胞疗法,药物 > 细胞与基因治疗 (CGT) > NK细胞疗法
TECH_DRUG_169,drug,药物,细胞与基因治疗 (CGT),RNA编辑疗法,药物研发与产品层,RNA editing therapy,药物 > 细胞与基因治疗 (CGT) > RNA编辑疗法
TECH_DRUG_170,drug,药物,细胞与基因治疗 (CGT),TCR NK细胞疗法,药物研发与产品层,TCR NK cell therapy; TCR-自然杀伤细胞疗法,药物 > 细胞与基因治疗 (CGT) > TCR NK细胞疗法
TECH_DRUG_171,drug,药物,细胞与基因治疗 (CGT),TCR T细胞疗法,药物研发与产品层,TCR T cell therapy,药物 > 细胞与基因治疗 (CGT) > TCR T细胞疗法
TECH_DRUG_172,drug,药物,细胞与基因治疗 (CGT),TCR γδ T细胞疗法,药物研发与产品层,TCR γδ T cell therapy,药物 > 细胞与基因治疗 (CGT) > TCR γδ T细胞疗法
TECH_DRUG_173,drug,药物,细胞与基因治疗 (CGT),Treg细胞疗法,药物研发与产品层,T-regulatory cell therapy; 调节性T细胞疗法,药物 > 细胞与基因治疗 (CGT) > Treg细胞疗法
TECH_DRUG_174,drug,药物,细胞与基因治疗 (CGT),T细胞疗法,药物研发与产品层,T cell therapy,药物 > 细胞与基因治疗 (CGT) > T细胞疗法
TECH_DRUG_175,drug,药物,细胞与基因治疗 (CGT),γδ T细胞疗法,药物研发与产品层,γδ T cell therapy,药物 > 细胞与基因治疗 (CGT) > γδ T细胞疗法
TECH_DRUG_176,drug,药物,细胞与基因治疗 (CGT),基因疗法,药物研发与产品层,gene therapy,药物 > 细胞与基因治疗 (CGT) > 基因疗法
TECH_DRUG_177,drug,药物,细胞与基因治疗 (CGT),基因编辑疗法,药物研发与产品层,genome editing therapy,药物 > 细胞与基因治疗 (CGT) > 基因编辑疗法
TECH_DRUG_178,drug,药物,细胞与基因治疗 (CGT),外泌体,药物研发与产品层,exosomes,药物 > 细胞与基因治疗 (CGT) > 外泌体
TECH_DRUG_179,drug,药物,细胞与基因治疗 (CGT),封装细胞疗法,药物研发与产品层,encapsulated cell therapy,药物 > 细胞与基因治疗 (CGT) > 封装细胞疗法
TECH_DRUG_180,drug,药物,细胞与基因治疗 (CGT),巨噬细胞疗法,药物研发与产品层,macrophages,药物 > 细胞与基因治疗 (CGT) > 巨噬细胞疗法
TECH_DRUG_181,drug,药物,细胞与基因治疗 (CGT),干细胞疗法,药物研发与产品层,stem cell therapy,药物 > 细胞与基因治疗 (CGT) > 干细胞疗法
TECH_DRUG_182,drug,药物,细胞与基因治疗 (CGT),心肌细胞,药物研发与产品层,cardiomyocytes,药物 > 细胞与基因治疗 (CGT) > 心肌细胞
TECH_DRUG_183,drug,药物,细胞与基因治疗 (CGT),成纤维细胞,药物研发与产品层,fibroblasts; 纤维母细胞,药物 > 细胞与基因治疗 (CGT) > 成纤维细胞
TECH_DRUG_184,drug,药物,细胞与基因治疗 (CGT),树突细胞疗法,药物研发与产品层,dendritic cell; DC细胞疗法,药物 > 细胞与基因治疗 (CGT) > 树突细胞疗法
TECH_DRUG_185,drug,药物,细胞与基因治疗 (CGT),溶瘤病毒,药物研发与产品层,oncolytic virus,药物 > 细胞与基因治疗 (CGT) > 溶瘤病毒
TECH_DRUG_186,drug,药物,细胞与基因治疗 (CGT),溶瘤细菌,药物研发与产品层,oncolytic bacteria,药物 > 细胞与基因治疗 (CGT) > 溶瘤细菌
TECH_DRUG_187,drug,药物,细胞与基因治疗 (CGT),神经干细胞,药物研发与产品层,neural stem cells,药物 > 细胞与基因治疗 (CGT) > 神经干细胞
TECH_DRUG_188,drug,药物,细胞与基因治疗 (CGT),神经细胞,药物研发与产品层,neuron cells,药物 > 细胞与基因治疗 (CGT) > 神经细胞
TECH_DRUG_189,drug,药物,细胞与基因治疗 (CGT),红细胞疗法,药物研发与产品层,red cell therapy,药物 > 细胞与基因治疗 (CGT) > 红细胞疗法
TECH_DRUG_190,drug,药物,细胞与基因治疗 (CGT),组织疗法,药物研发与产品层,tissue-based therapy,药物 > 细胞与基因治疗 (CGT) > 组织疗法
TECH_DRUG_191,drug,药物,细胞与基因治疗 (CGT),细胞疗法,药物研发与产品层,cell therapy,药物 > 细胞与基因治疗 (CGT) > 细胞疗法
TECH_DRUG_192,drug,药物,细胞与基因治疗 (CGT),肌母细胞,药物研发与产品层,myoblasts,药物 > 细胞与基因治疗 (CGT) > 肌母细胞
TECH_DRUG_193,drug,药物,细胞与基因治疗 (CGT),肝细胞,药物研发与产品层,hepatocytes,药物 > 细胞与基因治疗 (CGT) > 肝细胞
TECH_DRUG_194,drug,药物,细胞与基因治疗 (CGT),肿瘤浸润淋巴细胞,药物研发与产品层,TIL,药物 > 细胞与基因治疗 (CGT) > 肿瘤浸润淋巴细胞
TECH_DRUG_195,drug,药物,细胞与基因治疗 (CGT),胰岛细胞,药物研发与产品层,islet cells,药物 > 细胞与基因治疗 (CGT) > 胰岛细胞
TECH_DRUG_196,drug,药物,细胞与基因治疗 (CGT),血小板,药物研发与产品层,platelet,药物 > 细胞与基因治疗 (CGT) > 血小板
TECH_DRUG_197,drug,药物,细胞与基因治疗 (CGT),血管内皮细胞,药物研发与产品层,vascular endothelial cells,药物 > 细胞与基因治疗 (CGT) > 血管内皮细胞
TECH_DRUG_198,drug,药物,细胞与基因治疗 (CGT),表观遗传编辑疗法,药物研发与产品层,epigenome editing therapy,药物 > 细胞与基因治疗 (CGT) > 表观遗传编辑疗法
TECH_DRUG_199,drug,药物,细胞与基因治疗 (CGT),视网膜色素上皮细胞,药物研发与产品层,RPE,药物 > 细胞与基因治疗 (CGT) > 视网膜色素上皮细胞
TECH_DRUG_200,drug,药物,细胞与基因治疗 (CGT),角膜内皮细胞,药物研发与产品层,cornea endothelial cells,药物 > 细胞与基因治疗 (CGT) > 角膜内皮细胞
TECH_DRUG_201,drug,药物,细胞与基因治疗 (CGT),角质形成细胞,药物研发与产品层,keratinocytes,药物 > 细胞与基因治疗 (CGT) > 角质形成细胞
TECH_DRUG_202,drug,药物,细胞与基因治疗 (CGT),软骨细胞,药物研发与产品层,chondrocytes,药物 > 细胞与基因治疗 (CGT) > 软骨细胞
TECH_DRUG_203,drug,药物,细胞与基因治疗 (CGT),造血干细胞和祖细胞,药物研发与产品层,HSPCs,药物 > 细胞与基因治疗 (CGT) > 造血干细胞和祖细胞
TECH_DRUG_204,drug,药物,细胞与基因治疗 (CGT),间充质干细胞,药物研发与产品层,mesenchymal stem cells; MSCs,药物 > 细胞与基因治疗 (CGT) > 间充质干细胞
TECH_DRUG_205,drug,药物,融合蛋白技术,CTP融合蛋白,药物研发与产品层,CTP fusion protein,药物 > 融合蛋白技术 > CTP融合蛋白
TECH_DRUG_206,drug,药物,融合蛋白技术,Fc融合蛋白,药物研发与产品层,Fc fusion protein,药物 > 融合蛋白技术 > Fc融合蛋白
TECH_DRUG_207,drug,药物,融合蛋白技术,XTEN融合蛋白,药物研发与产品层,XTEN fusion protein,药物 > 融合蛋白技术 > XTEN融合蛋白
TECH_DRUG_208,drug,药物,融合蛋白技术,白蛋白结合区融合蛋白,药物研发与产品层,albumin binding domain fusion protein,药物 > 融合蛋白技术 > 白蛋白结合区融合蛋白
TECH_DRUG_209,drug,药物,融合蛋白技术,白蛋白融合蛋白,药物研发与产品层,HSA fusion protein,药物 > 融合蛋白技术 > 白蛋白融合蛋白
TECH_DRUG_210,drug,药物,降解类药物,AUTAC,药物研发与产品层,Antibody-based PROTAC; 抗体介导的靶蛋白降解技术,药物 > 降解类药物 > AUTAC
TECH_DRUG_211,drug,药物,降解类药物,AUTOTAC,药物研发与产品层,,药物 > 降解类药物 > AUTOTAC
TECH_DRUG_212,drug,药物,降解类药物,AbTAC,药物研发与产品层,Antibody-based PROTAC; 抗体介导的靶蛋白降解技术,药物 > 降解类药物 > AbTAC
TECH_DRUG_213,drug,药物,降解类药物,LYTAC,药物研发与产品层,Lysosome targeting chimera; 溶酶体靶向嵌合体,药物 > 降解类药物 > LYTAC
TECH_DRUG_214,drug,药物,降解类药物,PROTAC,药物研发与产品层,Protein degradation targeting chimera; 蛋白降解靶向嵌合体,药物 > 降解类药物 > PROTAC
TECH_DRUG_215,drug,药物,降解类药物,RIBOTAC,药物研发与产品层,Ribonuclease targeting chimeras; 核糖核酸酶靶向嵌合体,药物 > 降解类药物 > RIBOTAC
TECH_DRUG_216,drug,药物,降解类药物,RIPTAC,药物研发与产品层,,药物 > 降解类药物 > RIPTAC
TECH_DRUG_217,drug,药物,小分子药物,抑制剂/拮抗剂,药物研发与产品层,,药物 > 小分子药物 > 抑制剂/拮抗剂
TECH_DRUG_217B,drug,药物,小分子药物,激活剂,药物研发与产品层,,药物 > 小分子药物 > 激活剂
TECH_DRUG_218,drug,药物,靶向蛋白降解技术,PROTAC,药物研发与产品层,蛋白降解靶向嵌合体,药物 > 靶向蛋白降解技术 > PROTAC
TECH_DRUG_219,drug,药物,口服制剂技术,缓释制剂,药物研发与产品层,,药物 > 口服制剂技术 > 缓释制剂
TECH_DRUG_220,drug,药物,中药复方技术,复方颗粒,药物研发与产品层,,药物 > 中药复方技术 > 复方颗粒
TECH_DRUG_221,drug,药物,中药现代制剂,口服液/注射剂,药物研发与产品层,,药物 > 中药现代制剂 > 口服液/注射剂
TECH_DRUG_222,drug,药物,中药提取纯化技术,提取分离纯化,药物研发与产品层,,药物 > 中药提取纯化技术 > 提取分离纯化
TECH_EN_001,enabling,计算与AI,AI药物研发,分子生成模型,算法与模型层,,计算与AI > AI药物研发 > 分子生成模型
TECH_EN_002,enabling,计算与AI,AI药物研发,蛋白结构预测,算法与模型层,AlphaFold,计算与AI > AI药物研发 > 蛋白结构预测
TECH_EN_003,enabling,计算与AI,AI药物研发,ADMET预测,算法与模型层,,计算与AI > AI药物研发 > ADMET预测
TECH_EN_004,enabling,计算与AI,生物知识图谱,药物靶点知识图谱,语义与知识层,,计算与AI > 生物知识图谱 > 药物靶点知识图谱
TECH_EN_005,enabling,计算与AI,生物知识图谱,真实世界数据分析,语义与知识层,,计算与AI > 生物知识图谱 > 真实世界数据分析
TECH_EN_006,enabling,计算与AI,数字生命,数字孪生细胞,算法与模型层,,计算与AI > 数字生命 > 数字孪生细胞
TECH_EN_007,enabling,生物检测与测序,单细胞技术,单细胞测序,其他,,生物检测与测序 > 单细胞技术 > 单细胞测序
TECH_EN_008,enabling,生物检测与测序,单细胞技术,空间组学,其他,,生物检测与测序 > 单细胞技术 > 空间组学
TECH_EN_009,enabling,生物检测与测序,组学技术,蛋白组学,其他,,生物检测与测序 > 组学技术 > 蛋白组学
TECH_EN_010,enabling,生物检测与测序,组学技术,代谢组学,其他,,生物检测与测序 > 组学技术 > 代谢组学
TECH_EN_011,enabling,生物检测与测序,表观组学,ATAC‑seq,其他,,生物检测与测序 > 表观组学 > ATAC‑seq
TECH_EN_012,enabling,模型系统与平台,类器官与器官芯片,3D类器官,其他,,模型系统与平台 > 类器官与器官芯片 > 3D类器官
TECH_EN_013,enabling,模型系统与平台,类器官与器官芯片,器官芯片,其他,,模型系统与平台 > 类器官与器官芯片 > 器官芯片
TECH_EN_014,enabling,模型系统与平台,动物模型创新,人源化小鼠,其他,,模型系统与平台 > 动物模型创新 > 人源化小鼠
TECH_EN_015,enabling,模型系统与平台,动物模型创新,斑马鱼模型,其他,,模型系统与平台 > 动物模型创新 > 斑马鱼模型
TECH_EN_016,enabling,生物制造与递送,外泌体递送,外泌体递送系统,其他,,生物制造与递送 > 外泌体递送 > 外泌体递送系统
TECH_EN_017,enabling,生物制造与递送,纳米递送,LNP脂质体,其他,,生物制造与递送 > 纳米递送 > LNP脂质体
TECH_EN_018,enabling,生物制造与递送,合成生物学,基因线路设计,其他,,生物制造与递送 > 合成生物学 > 基因线路设计
TECH_EN_019,enabling,生物制造与递送,合成生物学,代谢通路优化,其他,,生物制造与递送 > 合成生物学 > 代谢通路优化
TECH_EN_020,enabling,数据与自动化,智能实验室,自动化合成系统,其他,,数据与自动化 > 智能实验室 > 自动化合成系统
TECH_EN_021,enabling,数据与自动化,智能实验室,高通量筛选平台,其他,,数据与自动化 > 智能实验室 > 高通量筛选平台
TECH_EN_023,enabling,数据与自动化,实验信息管理,LIMS系统,其他,,数据与自动化 > 实验信息管理 > LIMS系统
TECH_EN_024,enabling,医药研究支撑,真实世界数据,RWD整合平台,其他,,医药研究支撑 > 真实世界数据 > RWD整合平台
TECH_EN_025,enabling,医药研究支撑,医学影像AI,病理影像识别,其他,,医药研究支撑 > 医学影像AI > 病理影像识别
TECH_EN_026,enabling,医药研究支撑,临床试验数字化,虚拟临床试验,其他,,医药研究支撑 > 临床试验数字化 > 虚拟临床试验
TECH_DEV_IMG_001,device,医疗器械,影像设备,X线DR/CR,成像与感知层,digital radiography; computed radiography; DR/CR,医疗器械 > 影像设备 > X线DR/CR
TECH_DEV_IMG_002,device,医疗器械,影像设备,CT,成像与感知层,computed tomography; CT,医疗器械 > 影像设备 > CT
TECH_DEV_IMG_003,device,医疗器械,影像设备,MRI,成像与感知层,magnetic resonance imaging; MRI,医疗器械 > 影像设备 > MRI
TECH_DEV_IMG_004,device,医疗器械,影像设备,超声成像,成像与感知层,ultrasound imaging; diagnostic ultrasound,医疗器械 > 影像设备 > 超声成像
TECH_DEV_IMG_005,device,医疗器械,影像设备,PET/CT,成像与感知层,positron emission tomography; PET/CT,医疗器械 > 影像设备 > PET/CT
TECH_DEV_IMG_006,device,医疗器械,影像设备,SPECT,成像与感知层,single-photon emission computed tomography; SPECT,医疗器械 > 影像设备 > SPECT
TECH_DEV_IMG_007,device,医疗器械,影像设备,乳腺X线/断层摄影,成像与感知层,mammography; digital breast tomosynthesis,医疗器械 > 影像设备 > 乳腺X线/断层摄影
TECH_DEV_IMG_008,device,医疗器械,影像设备,介入影像C臂/DSA,成像与感知层,C-arm; digital subtraction angiography; DSA,医疗器械 > 影像设备 > 介入影像C臂/DSA
TECH_DEV_IMG_009,device,医疗器械,影像设备,骨密度DXA,成像与感知层,dual-energy X-ray absorptiometry; DXA,医疗器械 > 影像设备 > 骨密度DXA
TECH_DEV_IMG_010,device,医疗器械,影像设备,便携/床旁影像,成像与感知层,point-of-care imaging; portable imaging,医疗器械 > 影像设备 > 便携/床旁影像
TECH_DEV_IMG_011,device,医疗器械,影像设备,影像重建算法,成像与感知层,image reconstruction algorithms,医疗器械 > 影像设备 > 影像重建算法
TECH_DEV_IMG_012,device,医疗器械,影像设备,迭代重建/降噪,成像与感知层,iterative reconstruction; denoising,医疗器械 > 影像设备 > 迭代重建/降噪
TECH_DEV_IMG_013,device,医疗器械,影像设备,低剂量成像,成像与感知层,low-dose imaging,医疗器械 > 影像设备 > 低剂量成像
TECH_DEV_IMG_014,device,医疗器械,影像设备,对比增强技术,成像与感知层,contrast enhancement,医疗器械 > 影像设备 > 对比增强技术
TECH_DEV_IMG_015,device,医疗器械,影像设备,影像后处理工作站,成像与感知层,image post-processing workstation,医疗器械 > 影像设备 > 影像后处理工作站
TECH_DEV_IMG_016,device,医疗器械,影像设备,影像三维重建,成像与感知层,3D reconstruction,医疗器械 > 影像设备 > 影像三维重建
TECH_DEV_IMG_017,device,医疗器械,影像设备,影像配准/融合,成像与感知层,image registration; fusion,医疗器械 > 影像设备 > 影像配准/融合
TECH_DEV_IMG_018,device,医疗器械,影像设备,影像定量分析/放射组学,成像与感知层,quantitative imaging; radiomics,医疗器械 > 影像设备 > 影像定量分析/放射组学
TECH_DEV_IMG_019,device,医疗器械,影像设备,AI影像辅助诊断(CAD),成像与感知层,computer-aided diagnosis; CAD,医疗器械 > 影像设备 > AI影像辅助诊断(CAD)
TECH_DEV_IMG_020,device,医疗器械,影像设备,PACS,成像与感知层,picture archiving and communication system; PACS,医疗器械 > 影像设备 > PACS
TECH_DEV_IMG_021,device,医疗器械,影像设备,RIS,成像与感知层,radiology information system; RIS,医疗器械 > 影像设备 > RIS
TECH_DEV_IMG_022,device,医疗器械,影像设备,影像云/远程阅片,成像与感知层,teleradiology; imaging cloud,医疗器械 > 影像设备 > 影像云/远程阅片
TECH_DEV_IVD_001,device,医疗器械,IVD-平台技术,化学发光免疫CLIA,检测与诊断产品层,chemiluminescence immunoassay; CLIA,医疗器械 > IVD-平台技术 > 化学发光免疫CLIA
TECH_DEV_IVD_002,device,医疗器械,IVD-平台技术,电化学发光ECLIA,检测与诊断产品层,electrochemiluminescence immunoassay; ECLIA,医疗器械 > IVD-平台技术 > 电化学发光ECLIA
TECH_DEV_IVD_003,device,医疗器械,IVD-平台技术,酶联免疫ELISA,检测与诊断产品层,enzyme-linked immunosorbent assay; ELISA,医疗器械 > IVD-平台技术 > 酶联免疫ELISA
TECH_DEV_IVD_004,device,医疗器械,IVD-平台技术,荧光免疫FIA,检测与诊断产品层,fluorescence immunoassay; FIA,医疗器械 > IVD-平台技术 > 荧光免疫FIA
TECH_DEV_IVD_005,device,医疗器械,IVD-平台技术,胶体金侧向层析LFA,检测与诊断产品层,lateral flow assay; LFA,医疗器械 > IVD-平台技术 > 胶体金侧向层析LFA
TECH_DEV_IVD_006,device,医疗器械,IVD-平台技术,免疫比浊,检测与诊断产品层,immunoturbidimetry,医疗器械 > IVD-平台技术 > 免疫比浊
TECH_DEV_IVD_007,device,医疗器械,IVD-平台技术,散射比浊,检测与诊断产品层,nephelometry,医疗器械 > IVD-平台技术 > 散射比浊
TECH_DEV_IVD_008,device,医疗器械,IVD-平台技术,生化分析,检测与诊断产品层,clinical chemistry,医疗器械 > IVD-平台技术 > 生化分析
TECH_DEV_IVD_009,device,医疗器械,IVD-平台技术,血液学分析,检测与诊断产品层,hematology,医疗器械 > IVD-平台技术 > 血液学分析
TECH_DEV_IVD_010,device,医疗器械,IVD-平台技术,凝血分析,检测与诊断产品层,coagulation testing,医疗器械 > IVD-平台技术 > 凝血分析
TECH_DEV_IVD_011,device,医疗器械,IVD-平台技术,血气/电解质分析,检测与诊断产品层,blood gas; electrolyte,医疗器械 > IVD-平台技术 > 血气/电解质分析
TECH_DEV_IVD_012,device,医疗器械,IVD-平台技术,尿液分析,检测与诊断产品层,urinalysis,医疗器械 > IVD-平台技术 > 尿液分析
TECH_DEV_IVD_013,device,医疗器械,IVD-平台技术,微生物培养与鉴定,检测与诊断产品层,microbiology culture; identification,医疗器械 > IVD-平台技术 > 微生物培养与鉴定
TECH_DEV_IVD_014,device,医疗器械,IVD-平台技术,药敏试验AST,检测与诊断产品层,antimicrobial susceptibility testing; AST,医疗器械 > IVD-平台技术 > 药敏试验AST
TECH_DEV_IVD_015,device,医疗器械,IVD-平台技术,MALDI-TOF微生物鉴定,检测与诊断产品层,MALDI-TOF MS microbiology,医疗器械 > IVD-平台技术 > MALDI-TOF微生物鉴定
TECH_DEV_IVD_016,device,医疗器械,IVD-平台技术,流式细胞术,检测与诊断产品层,flow cytometry,医疗器械 > IVD-平台技术 > 流式细胞术
TECH_DEV_IVD_017,device,医疗器械,IVD-平台技术,多重免疫检测,检测与诊断产品层,multiplex immunoassay,医疗器械 > IVD-平台技术 > 多重免疫检测
TECH_DEV_IVD_018,device,医疗器械,IVD-平台技术,PCR,检测与诊断产品层,polymerase chain reaction; PCR,医疗器械 > IVD-平台技术 > PCR
TECH_DEV_IVD_019,device,医疗器械,IVD-平台技术,荧光定量PCR(qPCR),检测与诊断产品层,quantitative PCR; qPCR,医疗器械 > IVD-平台技术 > 荧光定量PCR(qPCR)
TECH_DEV_IVD_020,device,医疗器械,IVD-平台技术,数字PCR(dPCR),检测与诊断产品层,digital PCR; dPCR,医疗器械 > IVD-平台技术 > 数字PCR(dPCR)
TECH_DEV_IVD_021,device,医疗器械,IVD-平台技术,等温扩增LAMP,检测与诊断产品层,loop-mediated isothermal amplification; LAMP,医疗器械 > IVD-平台技术 > 等温扩增LAMP
TECH_DEV_IVD_022,device,医疗器械,IVD-平台技术,等温扩增RPA,检测与诊断产品层,recombinase polymerase amplification; RPA,医疗器械 > IVD-平台技术 > 等温扩增RPA
TECH_DEV_IVD_023,device,医疗器械,IVD-平台技术,CRISPR分子诊断,检测与诊断产品层,CRISPR diagnostics,医疗器械 > IVD-平台技术 > CRISPR分子诊断
TECH_DEV_IVD_024,device,医疗器械,IVD-平台技术,NGS测序诊断,检测与诊断产品层,next-generation sequencing diagnostics; NGS,医疗器械 > IVD-平台技术 > NGS测序诊断
TECH_DEV_IVD_025,device,医疗器械,IVD-平台技术,Sanger测序诊断,检测与诊断产品层,Sanger sequencing diagnostics,医疗器械 > IVD-平台技术 > Sanger测序诊断
TECH_DEV_IVD_026,device,医疗器械,IVD-平台技术,基因芯片,检测与诊断产品层,DNA microarray,医疗器械 > IVD-平台技术 > 基因芯片
TECH_DEV_IVD_027,device,医疗器械,IVD-平台技术,蛋白芯片,检测与诊断产品层,protein microarray,医疗器械 > IVD-平台技术 > 蛋白芯片
TECH_DEV_IVD_028,device,医疗器械,IVD-平台技术,质谱检测(临床),检测与诊断产品层,clinical mass spectrometry,医疗器械 > IVD-平台技术 > 质谱检测(临床)
TECH_DEV_IVD_029,device,医疗器械,IVD-平台技术,样本前处理自动化,检测与诊断产品层,pre-analytical automation,医疗器械 > IVD-平台技术 > 样本前处理自动化
TECH_DEV_IVD_030,device,医疗器械,IVD-平台技术,实验室自动化流水线TLA,检测与诊断产品层,total laboratory automation; TLA,医疗器械 > IVD-平台技术 > 实验室自动化流水线TLA
TECH_DEV_IVD_031,device,医疗器械,IVD-平台技术,分子POCT一体机,检测与诊断产品层,sample-to-answer molecular POCT,医疗器械 > IVD-平台技术 > 分子POCT一体机
TECH_DEV_IVD_032,device,医疗器械,IVD-平台技术,POCT血糖,检测与诊断产品层,POCT glucose,医疗器械 > IVD-平台技术 > POCT血糖
TECH_DEV_IVD_033,device,医疗器械,IVD-平台技术,POCT心肌标志物,检测与诊断产品层,POCT cardiac markers,医疗器械 > IVD-平台技术 > POCT心肌标志物
TECH_DEV_IVD_034,device,医疗器械,IVD-平台技术,POCT炎症标志物,检测与诊断产品层,POCT inflammation markers,医疗器械 > IVD-平台技术 > POCT炎症标志物
TECH_DEV_IVD_035,device,医疗器械,IVD-平台技术,POCT传染病快检,检测与诊断产品层,POCT infectious disease,医疗器械 > IVD-平台技术 > POCT传染病快检
TECH_DEV_IVDAPP_001,device,医疗器械,IVD-临床应用,液体活检ctDNA,检测与诊断产品层,liquid biopsy; ctDNA,医疗器械 > IVD-临床应用 > 液体活检ctDNA
TECH_DEV_IVDAPP_002,device,医疗器械,IVD-临床应用,伴随诊断CDx,检测与诊断产品层,companion diagnostics; CDx,医疗器械 > IVD-临床应用 > 伴随诊断CDx
TECH_DEV_IVDAPP_003,device,医疗器械,IVD-临床应用,肿瘤多基因检测,检测与诊断产品层,oncology multigene panel,医疗器械 > IVD-临床应用 > 肿瘤多基因检测
TECH_DEV_IVDAPP_004,device,医疗器械,IVD-临床应用,遗传病筛查,检测与诊断产品层,genetic disorder screening,医疗器械 > IVD-临床应用 > 遗传病筛查
TECH_DEV_IVDAPP_005,device,医疗器械,IVD-临床应用,新生儿筛查,检测与诊断产品层,newborn screening,医疗器械 > IVD-临床应用 > 新生儿筛查
TECH_DEV_IVDAPP_006,device,医疗器械,IVD-临床应用,感染病原体核酸检测,检测与诊断产品层,pathogen NAAT,医疗器械 > IVD-临床应用 > 感染病原体核酸检测
TECH_DEV_IVDAPP_007,device,医疗器械,IVD-临床应用,耐药基因检测,检测与诊断产品层,antimicrobial resistance genes,医疗器械 > IVD-临床应用 > 耐药基因检测
TECH_DEV_IVDAPP_008,device,医疗器械,IVD-临床应用,HPV检测,检测与诊断产品层,HPV testing,医疗器械 > IVD-临床应用 > HPV检测
TECH_DEV_IVDAPP_009,device,医疗器械,IVD-临床应用,乙肝/丙肝病毒载量,检测与诊断产品层,HBV/HCV viral load,医疗器械 > IVD-临床应用 > 乙肝/丙肝病毒载量
TECH_DEV_IVDAPP_010,device,医疗器械,IVD-临床应用,HIV病毒载量,检测与诊断产品层,HIV viral load,医疗器械 > IVD-临床应用 > HIV病毒载量
TECH_DEV_IVDAPP_011,device,医疗器械,IVD-临床应用,结核分子诊断,检测与诊断产品层,TB molecular diagnostics,医疗器械 > IVD-临床应用 > 结核分子诊断
TECH_DEV_IVDAPP_012,device,医疗器械,IVD-临床应用,药物浓度监测TDM,检测与诊断产品层,therapeutic drug monitoring; TDM,医疗器械 > IVD-临床应用 > 药物浓度监测TDM
TECH_DEV_IVDAPP_013,device,医疗器械,IVD-临床应用,自身免疫抗体谱,检测与诊断产品层,autoantibody panel,医疗器械 > IVD-临床应用 > 自身免疫抗体谱
TECH_DEV_IVDAPP_014,device,医疗器械,IVD-临床应用,过敏原检测,检测与诊断产品层,allergen testing,医疗器械 > IVD-临床应用 > 过敏原检测
TECH_DEV_IVDAPP_015,device,医疗器械,IVD-临床应用,生殖激素/不孕检测,检测与诊断产品层,fertility hormones,医疗器械 > IVD-临床应用 > 生殖激素/不孕检测
TECH_DEV_IVDAPP_016,device,医疗器械,IVD-临床应用,心血管风险标志物,检测与诊断产品层,cardiovascular biomarkers,医疗器械 > IVD-临床应用 > 心血管风险标志物
TECH_DEV_IVDAPP_017,device,医疗器械,IVD-临床应用,代谢病标志物,检测与诊断产品层,metabolic biomarkers,医疗器械 > IVD-临床应用 > 代谢病标志物
TECH_DEV_IVDAPP_018,device,医疗器械,IVD-临床应用,肝肾功能检测,检测与诊断产品层,liver/kidney function testing,医疗器械 > IVD-临床应用 > 肝肾功能检测
TECH_DEV_INT_001,device,医疗器械,介入与植入,冠脉药物支架DES,治疗与操作层,drug eluting stent; DES,医疗器械 > 介入与植入 > 冠脉药物支架DES
TECH_DEV_INT_002,device,医疗器械,介入与植入,冠脉金属裸支架BMS,治疗与操作层,bare metal stent; BMS,医疗器械 > 介入与植入 > 冠脉金属裸支架BMS
TECH_DEV_INT_003,device,医疗器械,介入与植入,冠脉球囊(普通/药物球囊DCB),治疗与操作层,balloon catheter; drug-coated balloon; DCB,医疗器械 > 介入与植入 > 冠脉球囊(普通/药物球囊DCB)
TECH_DEV_INT_004,device,医疗器械,介入与植入,导丝,治疗与操作层,guidewire,医疗器械 > 介入与植入 > 导丝
TECH_DEV_INT_005,device,医疗器械,介入与植入,微导管,治疗与操作层,microcatheter,医疗器械 > 介入与植入 > 微导管
TECH_DEV_INT_006,device,医疗器械,介入与植入,鞘管/穿刺器,治疗与操作层,introducer sheath,医疗器械 > 介入与植入 > 鞘管/穿刺器
TECH_DEV_INT_007,device,医疗器械,介入与植入,血管闭合器,治疗与操作层,vascular closure device,医疗器械 > 介入与植入 > 血管闭合器
TECH_DEV_INT_008,device,医疗器械,介入与植入,外周血管支架,治疗与操作层,peripheral vascular stent,医疗器械 > 介入与植入 > 外周血管支架
TECH_DEV_INT_009,device,医疗器械,介入与植入,静脉支架/滤器,治疗与操作层,venous stent; IVC filter,医疗器械 > 介入与植入 > 静脉支架/滤器
TECH_DEV_INT_010,device,医疗器械,介入与植入,结构性心脏介入TAVR/TAVI,治疗与操作层,transcatheter aortic valve replacement; TAVR,医疗器械 > 介入与植入 > 结构性心脏介入TAVR/TAVI
